id_news,country,news,time,title_trans,type_news,cnn_prediction
ecuador_bbc_2018_81,Ecuador,bbc,2018-02-06,The political scientist believes that the great dilemma of Latin America in 2018 ...,global,polit
ecuador_bbc_2018_82,Ecuador,bbc,2018-09-26,What effect does in Latin America that the price of oil has ...,global,sports
ecuador_bbc_2018_83,Ecuador,bbc,2018-09-25,"Who is Maria Fernanda Espinosa, the first Latin American woman ...",global,economi
ecuador_bbc_2018_86,Ecuador,bbc,2018-06-04,Volcano of Fire: 10 most dangerous volcanoes in Latin America,global,polit
ecuador_bbc_2018_87,Ecuador,bbc,2018-05-01,"Dies at 74 Max Berrú, the Ecuadorian musician founder of the ...",global,polit
ecuador_bbc_2018_88,Ecuador,bbc,2018-05-03,The advantages and disadvantages of dollarization of the economy of Venezuela ...,global,economi
ecuador_bbc_2018_89,Ecuador,bbc,2018-12-19,Foreign (and Venezuela) that take advantage of the crisis and travel ...,global,polit
ecuador_bbc_2018_91,Ecuador,bbc,2018-07-12,6 graphics explaining the level of income in Latin ...,global,crime
ecuador_bbc_2018_92,Ecuador,bbc,2018-04-20,"Argentina, Brazil, Chile, Colombia, Paraguay and Peru suspended its ...",global,economi
ecuador_bbc_2018_94,Ecuador,bbc,2018-10-23,Lonely Planet: the best travel destinations in the world in 2019 ...,global,polit
ecuador_bbc_2018_95,Ecuador,bbc,2018-09-17,3 hungriest countries in Latin America (and the only one where ...,global,sports
ecuador_bbc_2018_96,Ecuador,bbc,2018-05-04,Who they were the two Ecuadorian victims of ETA and why your ...,global,polit
ecuador_bbc_2018_98,Ecuador,bbc,2018-12-01,International AIDS Day: What treatments are available today for ...,global,polit
ecuador_bbc_2018_99,Ecuador,bbc,2018-07-05,3 countries with less unemployment in Latin America (and why not ...,global,economi
ecuador_bbc_2018_100,Ecuador,bbc,2018-10-05,Youth Olympic Games: 6 stars of Latin America ...,global,polit
ecuador_bbc_2018_101,Ecuador,bbc,2018-03-06,Your photos: the hidden charms of the underworld,global,polit
ecuador_bbc_2018_102,Ecuador,bbc,2018-05-04,"What is ETIAS, the new travel permit that most ...",global,economi
ecuador_bbc_2018_106,Ecuador,bbc,2018-10-17,The fascinating story of how France created the metric system ...,global,polit
ecuador_bbc_2018_107,Ecuador,bbc,2018-04-23,World Book Day: authors out of context in the lens ...,global,polit
ecuador_bbc_2018_109,Ecuador,bbc,2018-12-07,Oil prices: what impact will the alliance in Latin America ...,global,economi
ecuador_bbc_2018_110,Ecuador,bbc,2018-01-12,6 economies grow more and less in Latin America in 2018,global,polit
ecuador_elcomercio_2015_0,Ecuador,elcomercio,2015-07-05,Pope Francisco came to Ecuador,local,polit
ecuador_elcomercio_2015_1,Ecuador,elcomercio,2015-09-21,Nicolas Maduro arrived in Ecuador,local,polit
ecuador_elcomercio_2015_2,Ecuador,elcomercio,2015-04-18,Pope comes to Ecuador,local,economi
ecuador_elcomercio_2015_3,Ecuador,elcomercio,2015-11-12,The Ecuadorian team leads the playoffs by winning 2-1 in Uruguay,local,polit
ecuador_elcomercio_2015_4,Ecuador,elcomercio,2015-10-12,General for the match Ecuador vs. Bolivia sold out,local,polit
ecuador_elcomercio_2015_5,Ecuador,elcomercio,2015-12-04,Ecuador Luis Chiriboga freezes accounts of corruption in FIFA,local,polit
ecuador_elcomercio_2015_6,Ecuador,elcomercio,2015-11-22,Cuban Foreign Minister visited Ecuador and Nicaragua to address the problem ...,local,economi
ecuador_elcomercio_2015_7,Ecuador,elcomercio,2015-03-31,"Argentina, without Lionel Messi, defeated Ecuador in a friendly match",local,economi
ecuador_elcomercio_2015_8,Ecuador,elcomercio,2015-12-17,Ecuador seeks to strengthen trade with Peru,local,crime
ecuador_elcomercio_2015_9,Ecuador,elcomercio,2015-10-09,Monumental the Tricolor 2-0 win in Buenos Aires!,local,educ
ecuador_elcomercio_2015_10,Ecuador,elcomercio,2015-08-18,Manuela Picq wants to stay in Ecuador,local,crime
ecuador_elcomercio_2015_11,Ecuador,elcomercio,2015-11-17,Know the performance of playing at home against Venezuela ...,local,crime
ecuador_elcomercio_2015_12,Ecuador,elcomercio,2015-02-19,Crude Ecuador is definitely says goodbye to social networks,local,economi
ecuador_elcomercio_2015_13,Ecuador,elcomercio,2015-06-15,The commitment vs. Bolivia Ecuador will be played in 'family',local,polit
ecuador_elcomercio_2015_14,Ecuador,elcomercio,2015-03-18,"20,000 families live in Ecuador recycling",local,crime
ecuador_elcomercio_2015_16,Ecuador,elcomercio,2015-06-29,"Pope Francisco reach the ""paradise"", says president of Ecuador",local,economi
ecuador_elcomercio_2015_17,Ecuador,elcomercio,2015-11-02,"Ecuador shall pay to the Oxy USD 1,061,700,000",local,polit
ecuador_elcomercio_2015_18,Ecuador,elcomercio,2015-08-31,Sweden and Ecuador begin negotiations to unlock the case ...,local,crime
ecuador_elcomercio_2015_19,Ecuador,elcomercio,2015-11-27,Cubans protest in Havana by imposing visa to Ecuador,local,polit
ecuador_elcomercio_2015_21,Ecuador,elcomercio,2015-09-25,Supercom supports wake-up call 'Ecuador has talent',local,polit
ecuador_elcomercio_2015_22,Ecuador,elcomercio,2015-01-04,"Sharon, the singer who bewitched the Ecuador",local,crime
ecuador_elcomercio_2015_23,Ecuador,elcomercio,2015-02-02,national and international criticism through social networks to ...,local,polit
ecuador_elcomercio_2015_24,Ecuador,elcomercio,2015-12-01,Cuban visa requirement came into effect from the 1 ...,local,economi
ecuador_elcomercio_2015_25,Ecuador,elcomercio,2015-08-27,Ecuador on the list of the 10 most 'positive' countries ...,local,crime
ecuador_elcomercio_2015_26,Ecuador,elcomercio,2015-05-16,"44,883 people set a new Guinness record for ...",local,economi
ecuador_elcomercio_2015_27,Ecuador,elcomercio,2015-02-19,Diego Aulestia opens in Foreign Trade,local,polit
ecuador_elcomercio_2015_28,Ecuador,elcomercio,2015-02-13,"I'll keep drawing ', says Bonil after receiving new sanction ...",local,polit
ecuador_elcomercio_2015_29,Ecuador,elcomercio,2015-01-09,"China, the strategic ally of Ecuador",local,economi
ecuador_elcomercio_2015_30,Ecuador,elcomercio,2015-07-18,CONAIE calls for an indigenous uprising and villages ...,local,crime
ecuador_elcomercio_2015_31,Ecuador,elcomercio,2015-07-20,The relationship Ecuador and Mexico,local,health
ecuador_elcomercio_2015_32,Ecuador,elcomercio,2015-08-21,Journalist Manuela Picq Ecuador will leave this August 21,local,economi
ecuador_elcomercio_2015_33,Ecuador,elcomercio,2015-03-06,Abortion for rape returns to the political debate,local,polit
ecuador_elcomercio_2015_34,Ecuador,elcomercio,2015-08-28,"According to Correa, before 2007 Ecuador was divided 'which spoils among ...",local,economi
ecuador_elcomercio_2015_35,Ecuador,elcomercio,2015-04-30,Ecuador respects property treaties and legislation advances against ...,local,polit
ecuador_elcomercio_2015_36,Ecuador,elcomercio,2015-01-23,Crude Ecuador: 'I was scared and then indignation',local,polit
ecuador_elcomercio_2015_37,Ecuador,elcomercio,2015-01-14,Ecuador and Colombia in intense negotiations for safeguarding,local,polit
ecuador_elcomercio_2015_38,Ecuador,elcomercio,2015-02-02,The blackout halted the start of the Open Ecuador Quito,local,economi
ecuador_elcomercio_2015_39,Ecuador,elcomercio,2015-06-03,Ecuador is positioned in the tax ranking,local,polit
ecuador_elcomercio_2015_40,Ecuador,elcomercio,2015-08-04,Ecuador does not rule out going to US Supreme Court by case ...,local,polit
ecuador_elcomercio_2015_41,Ecuador,elcomercio,2015-08-21,Two hours and 40 minutes lasted the 'People's Assembly',local,economi
ecuador_elcomercio_2015_42,Ecuador,elcomercio,2015-12-11,Ecuador first payment of the Oxy would be funded,local,health
ecuador_elcomercio_2015_43,Ecuador,elcomercio,2015-11-05,Selection of Ecuador rose 10 places in the ranking FIFA,local,economi
ecuador_elcomercio_2015_44,Ecuador,elcomercio,2015-01-08,2014 inflation was 3.67% in Ecuador,local,economi
ecuador_elcomercio_2015_45,Ecuador,elcomercio,2015-11-23,"Unesco accepted several nominations, including one of Ecuador, the ...",local,educ
ecuador_elcomercio_2015_46,Ecuador,elcomercio,2015-02-11,Ecuador and Belarus boost cooperation for development ...,local,polit
ecuador_elcomercio_2015_47,Ecuador,elcomercio,2015-11-19,"terrorist alleged that devastated Paris was 6 months in Ecuador, according ...",local,crime
ecuador_elcomercio_2015_49,Ecuador,elcomercio,2015-08-18,Workers announce a nationwide strike that paralyzed the ...,local,sports
ecuador_elcomercio_2015_50,Ecuador,elcomercio,2015-09-28,President Rafael Correa defends oil exploration in the ...,local,polit
ecuador_elcomercio_2015_51,Ecuador,elcomercio,2015-06-01,Selection of Ecuador already has the 23 who will go to Copa America,local,economi
ecuador_elcomercio_2015_52,Ecuador,elcomercio,2015-02-10,President Correa sees necessary to analyze the continuity of the country in the ...,local,sports
ecuador_elcomercio_2015_53,Ecuador,elcomercio,2015-02-02,ATP 250 is an event All you need Ecuador,local,polit
ecuador_elcomercio_2015_54,Ecuador,elcomercio,2015-10-01,Bruce Dickinson and momentum for business,local,polit
ecuador_elcomercio_2015_55,Ecuador,elcomercio,2015-05-12,Chevron Ecuador answered on course procedural fraud,local,economi
ecuador_elcomercio_2015_57,Ecuador,elcomercio,2015-03-16,Nationalized return to Tri,local,crime
ecuador_elcomercio_2015_58,Ecuador,elcomercio,2015-03-02,Ecuador is promoted in the largest mining exhibition,local,economi
ecuador_elcomercio_2015_59,Ecuador,elcomercio,2015-12-22,The CorteIDH Ecuador condemned the death of a child under 16 years,local,polit
ecuador_elcomercio_2015_60,Ecuador,elcomercio,2015-04-20,FFAA say attack on an Ecuadorean soldier border is a ...,local,polit
ecuador_elcomercio_2015_61,Ecuador,elcomercio,2015-06-07,Rafael Correa in Ecuador unleashes anger with business plan ...,local,polit
ecuador_elcomercio_2015_62,Ecuador,elcomercio,2015-03-12,arbitral tribunal recognizes Ecuador disputed arguments against ...,local,polit
ecuador_elcomercio_2015_63,Ecuador,elcomercio,2015-06-04,Annual inflation in Ecuador reaches 4.55%,local,polit
ecuador_elcomercio_2015_65,Ecuador,elcomercio,2015-11-08,Ecuador begins tomorrow its first trial for crimes against humanity,local,unemploy
ecuador_elcomercio_2015_66,Ecuador,elcomercio,2015-01-06,It CAN determined that Ecuador can not apply the ...,local,sports
ecuador_elcomercio_2015_67,Ecuador,elcomercio,2015-05-08,15 milestones case 'pouch',local,polit
ecuador_elcomercio_2015_68,Ecuador,elcomercio,2015-04-13,Poverty in Ecuador fell to 25.8%,local,economi
ecuador_elcomercio_2015_69,Ecuador,elcomercio,2015-06-05,The economy will slow to 1.9% in 2015,local,educ
ecuador_elcomercio_2015_70,Ecuador,elcomercio,2015-11-05,"The 'Shadow' Espinoza, exmundialista with Ecuador in 2006 ...",local,sports
ecuador_elcomercio_2015_71,Ecuador,elcomercio,2015-08-03,Ecuador and Spanish region of Andalusia promote relations ...,local,crime
ecuador_elcomercio_2015_72,Ecuador,elcomercio,2015-03-06,Respect and tolerance,local,educ
ecuador_elcomercio_2015_73,Ecuador,elcomercio,2015-10-15,Shopping basket for Carchi is already in force,local,educ
ecuador_elcomercio_2015_74,Ecuador,elcomercio,2015-12-07,Ecuador and Chile signed agreement for mining in Intag,local,crime
ecuador_elcomercio_2015_75,Ecuador,elcomercio,2015-08-04,Advance sales of crude oil to Thailand has a rate of 7 ...,local,economi
ecuador_elcomercio_2015_76,Ecuador,elcomercio,2015-06-03,Menchú supports campaign against Chevron in Ecuador by ...,local,sports
ecuador_elcomercio_2015_77,Ecuador,elcomercio,2015-10-21,Ecuador and the IACHR,local,polit
ecuador_elcomercio_2015_78,Ecuador,elcomercio,2015-08-18,Tulcán area was declared depressed by low trade,local,polit
ecuador_elcomercio_2015_79,Ecuador,elcomercio,2015-08-27,Two of 10 children working in the central Sierra Ecuador,local,sports
ecuador_elcomercio_2015_80,Ecuador,elcomercio,2015-04-15,Facebook is the most used social network in Ecuador and has ...,local,polit
ecuador_elcomercio_2015_81,Ecuador,elcomercio,2015-08-25,"Ecuador dollarized continue despite difficult economic situation, it says ...",local,economi
ecuador_elcomercio_2015_82,Ecuador,elcomercio,2015-04-13,Discomfort in Costa Rica by Ecuadorian tourism campaign,local,polit
ecuador_elcomercio_2015_83,Ecuador,elcomercio,2015-03-10,Chile asks for explanations to Ecuador by unilateral fixing of tariffs,local,polit
ecuador_elcomercio_2015_84,Ecuador,elcomercio,2015-03-25,Ecuador ranks second in the ranking of the 'countries more ...,local,sports
ecuador_elcomercio_2015_85,Ecuador,elcomercio,2015-11-05,The Board retains the support of the transport industry,local,economi
ecuador_elcomercio_2015_86,Ecuador,elcomercio,2015-01-10,Ecuador has five legionaries Sudamericano,local,sports
ecuador_elcomercio_2015_87,Ecuador,elcomercio,2015-11-02,In Mexico rescued four fishermen from Ecuador and Colombia that ...,local,polit
ecuador_elcomercio_2015_88,Ecuador,elcomercio,2015-01-14,Colombia and Ecuador have signed a memorandum to combat work ...,local,polit
ecuador_elcomercio_2015_89,Ecuador,elcomercio,2015-07-26,"Enlace Ciudadano 434, from Santa Rosa, El Oro",local,polit
ecuador_elcomercio_2015_90,Ecuador,elcomercio,2015-11-08,Petrobras demand the Ecuadorian State for USD 830 million,local,polit
ecuador_elcomercio_2015_91,Ecuador,elcomercio,2015-10-08,Bachelet will visit Ecuador next week for binational meeting,local,polit
ecuador_elcomercio_2015_93,Ecuador,elcomercio,2015-07-30,Ecuador receives the certificate from Guinness record for reforestation ...,local,polit
ecuador_elcomercio_2015_94,Ecuador,elcomercio,2015-03-04,Disrupt international network trafficking purposes Ecuadorian ...,local,sports
ecuador_elcomercio_2015_95,Ecuador,elcomercio,2015-05-02,Former Minister Francisco Rivadeneira represent Ecuador at the IMF,local,polit
ecuador_elcomercio_2015_96,Ecuador,elcomercio,2015-03-16,He died writer Miguel Donoso Pareja,local,polit
ecuador_elcomercio_2015_97,Ecuador,elcomercio,2015-09-29,Christina Aguilera visited Ecuador to fight against malnutrition ...,local,crime
ecuador_elcomercio_2015_98,Ecuador,elcomercio,2015-03-15,The twitterers discussed the new Miss Ecuador,local,polit
ecuador_elcomercio_2015_99,Ecuador,elcomercio,2015-09-21,Supercom issues warning to program 'Ecuador's Got Talent',local,crime
ecuador_elcomercio_2015_100,Ecuador,elcomercio,2015-03-05,Ecuador Third World,local,sports
ecuador_elcomercio_2015_102,Ecuador,elcomercio,2015-07-16,Deteriorate employment figures in Ecuador,local,polit
ecuador_elcomercio_2015_103,Ecuador,elcomercio,2015-08-09,Ecuador Virgin Islands defeated Canada in the Olympic qualifiers,local,polit
ecuador_elcomercio_2015_104,Ecuador,elcomercio,2015-02-08,River Plate Ecuador Barcelona Sporting Club surprised home,local,polit
ecuador_elcomercio_2015_105,Ecuador,elcomercio,2015-05-09,1.1 million mothers are heads of households in Ecuador,local,sports
ecuador_elcomercio_2015_106,Ecuador,elcomercio,2015-12-21,The base salary for 2016 will be USD 366,local,polit
ecuador_elcomercio_2015_107,Ecuador,elcomercio,2015-08-25,"Rodrigo Teixeira, known in Ecuador striker wants to win League",local,economi
ecuador_elcomercio_2015_108,Ecuador,elcomercio,2015-03-02,Ecuador will use drones to investigate traffic accidents,local,polit
ecuador_elcomercio_2015_109,Ecuador,elcomercio,2015-10-09,popular session by 195 years of Independence of Guayaquil,local,polit
ecuador_elcomercio_2016_0,Ecuador,elcomercio,2016-04-16,An earthquake measuring 7.8 degrees and several aftershocks shaking the Ecuador,local,polit
ecuador_elcomercio_2016_1,Ecuador,elcomercio,2016-02-27,Family seeking two young Argentine missing in Ecuador,local,polit
ecuador_elcomercio_2016_2,Ecuador,elcomercio,2016-04-20,Government announces five economic measures by the earthquake,local,polit
ecuador_elcomercio_2016_3,Ecuador,elcomercio,2016-06-17,Selection of Ecuador failed in marksmanship,local,economi
ecuador_elcomercio_2016_4,Ecuador,elcomercio,2016-11-15,Carlos Villacis confirmed that the signal of the match Ecuador vs ...,local,polit
ecuador_elcomercio_2016_5,Ecuador,elcomercio,2016-01-22,Ecuador confirms meeting between Macri and Correa in Quito,local,economi
ecuador_elcomercio_2016_6,Ecuador,elcomercio,2016-09-02,"Do not suffer the defeat of Ecuador, best laugh of memes",local,polit
ecuador_elcomercio_2016_7,Ecuador,elcomercio,2016-05-18,6.8 degrees earthquake aftershock was Ecuador and killed 11 ...,local,crime
ecuador_elcomercio_2016_8,Ecuador,elcomercio,2016-11-19,Asia-Pacific gate at a new moment,local,polit
ecuador_elcomercio_2016_9,Ecuador,elcomercio,2016-11-17,Xi Jinping arrived to seal comprehensive alliance,local,economi
ecuador_elcomercio_2016_10,Ecuador,elcomercio,2016-08-24,Results have left little commercial agreements with Iran,local,polit
ecuador_elcomercio_2016_11,Ecuador,elcomercio,2016-10-05,What lineup will Gustavo Quinteros to Chile?,local,polit
ecuador_elcomercio_2016_12,Ecuador,elcomercio,2016-11-13,Julian Assange: 'I will not submit to any diligence',local,polit
